"","LCCN","Year","Month","Day","Page","Issue_Length","Collocates"
"59","sn85035720","1905","04","11","seq-3",6,courts of the st nicholas rink here miss sears and her partner robert 11 wreun defeated miss beatrice morgan and theodore roosevelt l oll in straight sets by the score of i 2 u 4 bnlllinore willi in dm stretch baltimore april 11
"60","sn85035720","1905","05","26","seq-4",14,president astro j was one of a series from the new york correspondent and was to the effect j that theodore roosevelt is a great man nnil that tlie monroe doctrine as inter preted by him is correctly interpreted and that it is
"61","sn85035720","1905","08","26","seq-5",6,ty pair asking tluit a member be ap pointed to act with them and the borough board is iavitiiik president theodore itoosevelt to be a guest at the fair on the opening day rev david timor pastor of the hu guenot reformed church
"62","sn85035720","1905","08","30","seq-4",8,than kings and queens greater than czars and emperors our president stands to day the world s leader all hail theodore roosevelt president of the united states may he live long to continue to serve his country and all humanity bridge chairmanship perth
"63","sn85035720","1905","10","16","seq-3",8,frank applegate harry nell l ouis eile edward gerns isaac gerns and gus gerns misses nellie and sophia mcmann named theodore roosevelt son of g w gray was baptized in presbyterian church yesterday at the presbyterian church yes terday morning rev james north
"64","sn85035720","1905","10","16","seq-3",8,are the parents of eight sons and one daugh j ter two sons were baptized yes terday and were named theodore roosevelt gray and wilbur gray wilbur is six years old and theodore roosevelt is four years old presi dential names are no
"65","sn85035720","1905","10","16","seq-3",8,sons were baptized yes terday and were named theodore roosevelt gray and wilbur gray wilbur is six years old and theodore roosevelt is four years old presi dential names are no rarity in the gray family as mr gray s parents named him
"66","sn85035720","1905","10","24","seq-1",8,buried the past looks td the future mobile alii oct 24 all mobile lent itself io the reception of president theodore itoosevelt during his stay in the capital i here was general decora tion of all the streets along the route of the
"67","sn85035720","1905","10","24","seq-2",8,and firmness in all of m v receptions the one no corded in your city was the grandest said president theodore uoosevelt president uoosevelt fairly captured thr people of this southern city and men who a few moments before said they would not
"68","sn85035720","1905","11","13","seq-2",8,lias given to the trustees of i columbia university new york the i sura of 50 000 to endow the theodore roosevelt professorship of american history and institutions in lie i ni versity of berlin iti accordance with a plan approved by the
"69","sn85035720","1905","11","13","seq-2",8,i institutions t the tnoumbcnl of which the same general conditions will apply i as for the incumbent of the theodore roosevelt professorship the appointee to the chair in columbia university will lecture lit knglish robbed house while family was at church j
"70","sn85035720","1905","12","02","seq-7",8,straw and is in perfect shape president wooilrow t wilson lias returned from the south and entertained president and mrs theodore roosevelt anil a large party 1 of friends former president grover 1 cleveland will attend the game and lias j in cited
"71","sn85035720","1905","12","04","seq-7",8,secretary of state elilm root secretary of war taft as sistant secretary of the navy newber ry miss ethel roosevelt theodore roosevelt jr fresh from a strenuous football season himself as an end on the harvard freshman team and ker j in it
"72","sn85035720","1905","12","05","seq-4",10,mountains this symbol of pure colorado gold is sent by men women and children rich and poor sparing ulike to theodore roosevelt president of the united states whose great heurt brought peace to the peo ple of japan and russia thanksgiv ing day
"73","sn85035720","1905","12","13","seq-4",10,dry goods go t expensive inauguration i induction of president roosevelt cost more than any other like ceremony to inaugurate theodore roosevelt president of the united states last march cost 145 491 a greater sum than was ever spent for any previous inaugu
"74","sn85035720","1905","12","15","seq-2",18,j adrian lyon and r m boyd for llie white house washington dec 15 the moose and bear killed by theodore roosevelt jr while hunting in new hampshire reached the white house by express j the moose meat will be eaten and the
"75","sn85035720","1905","12","29","seq-4",14,at albany who is dolus l so lunch talking has evidently had some starch injected into his spine by one theodore roosevelt rut if the steadfastness of inventor higgins j could be listed on the stock exchange while i know nothing about that
"76","sn85035720","1906","01","12","seq-3",14,chief caterer and head func tionary at the first freshman smoker which wus held in harvard union last night young theodore roosevelt prov ed a great success the large dining room was crowded with members of 1000 and the evening was hilarious roosevelt
"77","sn85035720","1906","01","17","seq-3",8,the first honor in the gift of the freshman class thepn ideney in the election it was expect ed that theodore roosevelt jr would get one of the ofllees but ids name was not mentioned at tiis request contractor to lluilrl fannl washington
"78","sn85035720","1906","01","18","seq-5",8,senator but such is no longer the case you ve got to say no in very j loud words to theodore roosevelt in order to get him to hear at all speaking of morales flight mr till man said that lie expected to
"79","sn85035720","1906","02","02","seq-10",14,create half the impression he used to before colby stood him on his head jacob riis is in favor of theodore roosevelt anyway third term col lege president mayor of new york anything it makes little difference he is for roosevelt editorial comment
"80","sn85035720","1906","02","15","seq-2",10,lohn a met all to die national republican campaign com mittee for the campaigns of the late president mcklnley and theodore roosevelt the report of the committee is signed by messrs t p fowler norman h ream augustus i aine hiram it steele
"81","sn85035720","1906","02","16","seq-1",14,never been married before lie said he intended to marry miss alloc i ee roosevelt aged twenty two daughter of theodore roosevelt and alice i ee deceased he said miss roosevelt had never been married before either the best man proposed that all
"82","sn85035720","1906","02","16","seq-1",14,son in law consent ed and was on hand at the washing ton home of the i ongworths last night fheodore roosevelt jr was also ihere thomas nelson perkins the best man the ushers and secretary raft were among the diners the president
"83","sn85035720","1906","02","17","seq-3",8,shower distinction and hospitality upon hie daughter of one of the men in all the world he most ad mires theodore roosevelt camblenc must co bill at albany to wipe out face track betting albany n y feb 1t a bill in tended
"84","sn85035720","1906","02","17","seq-4",8,rat after the almighty dollar to taking a passing interest in tin society even1 in washington today the popularity of theodore roosevelt extends to hi whole family and the best wishes of the nation go with the newly wedded couple as they are
"85","sn85035720","1906","02","20","seq-1",8,school in twentieth street new york be fore entering his teens he was a fel low pupil and playmate of theodore roosevelt now president of the unit ed states he graduated from high school in new york in 187g being a class 1
"86","sn85035720","1906","02","20","seq-1",8,to draw up the resolutions roosevelt s visit an interesting feature in mayor brace s life was the visit of theodore roosevelt president of the united states to this city this might be termed one of the proudest moments dr brace ever experienced
"87","sn85035720","1906","02","20","seq-3",8,has been brought here from lakewood n j the funeral will take place tomorrow at ln 30 a m another theodore roosevelt iowa falls la feb 20 theo dore roosevelt is being urged for maj or of aekley he is a cousin of
"88","sn85035720","1906","02","23","seq-10",14,cloudiness and on sunday cloudy weather with nearly station ary temperature and rain friday february 23 a man in millions theodore roosevelt president of the united states in all the rush and responsibility of national affairs p paused long enough in his busy
"89","sn85035720","1906","02","23","seq-10",14,but in the thousands of peo ple he has met he did not forget lite incident it is no wonder theodore roosevelt has found a place in the hearts of his countrymen such as no other man since lincoln he is a man
"90","sn85035720","1906","02","24","seq-2",8,arrested for ab duction of his own daughter president s wife concerned san kltaxnseo feb 24 til red by mrs theodore roosevelt to a pur suit that took them across the conti j j nont pinkerton men captured i aul v skillman who
"91","sn85035720","1906","03","17","seq-2",8,sworn out by a oswald prosi 1 dent of the bank mrx itooscvou at proton ghoton mass march 17 mrs theodore roosevelt who came here to attend the continuation service at the groton school where her son kermit is a student is a
"92","sn85035720","1906","04","23","seq-3",10,listen 1 had under my arm a large photograph of president roosevelt on which was written with kindest re gards theodore roosevelt i showed this and one of the soldiers said if you are a friend of teddy come on and make yourself
"93","sn85035720","1906","05","16","seq-3",8,that to no human being have i ever given authority or even expressed a wish to have any conference with theodore ltoosevelt in regard to the bill now under consideration on the contrary i have expressed the opinion in more than one published
"94","sn85035720","1906","06","06","seq-7",8,year ending june 30 1907 as passed by the senate this amendment being common ly known as the beverldge amendment theodore roosevelt the white house june 4 1906 the president as directed by you we investigated the conditions in the principal estab i
"95","sn85035720","1906","06","07","seq-3",8,public with whom they deal we most heartily nnd cordially in dorse and commend the splendid ad ministration of president theodore roosevelt we approve the legislation pending in congress and now certain to be en acted into law providing for such su pervision
"96","sn85035720","1906","06","08","seq-1",14,man in his address lie said that which is today eulogized and approved as broad statesmanship and enlightened patriotism in theodore roosevelt was only a few years ago denounced as reactionary revolution ary and unpatriotic in william jen nings bryan the aftersight of
"97","sn85035720","1906","06","08","seq-4",14,mr brun didge contrasted the expenses of the last cleveland administration the me kluley administration and the admin istration of theodore itoosevelt under the cleveland administration there were expended for the executive department iugludlng the salary of the president 137 200 under the
"98","sn85035720","1906","06","14","seq-7",12,writer has predicted the i v f election of secre tary of war taft to the presidency and declares that theodore roosevelt would be vlr taft s secretary of state this irrangement has caused president1 foosevelt considerable amusement ami las excited the risibilities
"99","sn85035720","1906","06","16","seq-5",8,principles of theodore roose velt the men who oppose it are men of the same stamp as those who oppose theodore roosevelt in his ef forts to get legislation enacted fori the benefit of the people just as theodore roosevelt is being fought
"100","sn85035720","1906","06","16","seq-5",8,who oppose theodore roosevelt in his ef forts to get legislation enacted fori the benefit of the people just as theodore roosevelt is being fought j by the beef trust the coal trust the insurance grafters the railroad graf ters and olher men
"101","sn85035720","1906","06","16","seq-5",8,j provement company is to be organized to borrow tills money and loan it to property owners wishing to rebuild theodore roosevelt pell in flnnl hartford conn june l i by defeating leroy of columbia in the finals of the singles of the
"102","sn85035720","1906","06","16","seq-5",8,columbia in the finals of the singles of the new eng land tenuis championship tournament which is being played here theodore roosevelt i ell of new york will meet karl ii belir of yale for the cham pionship title and cup five favorite
"103","sn85035720","1906","06","18","seq-2",8,why today the best bryan follower j in the country is the present occu i pant of the white house theodoro ltoosovelt i colonel michael hurley a member of the democratic state committee said there seems to be nothing to stop mr bryan
"104","sn85035720","1906","07","06","seq-3",14,andbryan ___________ i press clubs to hold notable gath ering at denver denver italy 0 invitations have been extended to theodore roosevelt president of the united states and william j bryan to attend the six teenth annual convention of the inter national i
"105","sn85035720","1906","07","07","seq-3",8,edward w seutell of brook lyn improved during the day theodore jr after salmon montreal july 7 happy as larks theodore roosevelt jr and george c cutter passed through the city on the intercolonial railway they are going to fish for salmon in
"106","sn85035720","1906","07","23","seq-4",8,gov ernment j fmt to carry on corporation schemes not to work for the people but to work tho people theodore roosevelt is a pretty good example of an ofilce holder who was never an olllce heeker and some united states senators as
"107","sn85035720","1906","08","17","seq-2",14,far and away the best prize that life offers is the chance j to work hard at work worth doing theodore roosevelt stamp of the married man a female witness in an ea3t lon don county court declared that she could always tell
"108","sn85035720","1906","08","24","seq-4",14,automobile where he died in u j few hours t ltooxcvclt jr ill colorado colorado si rlntls colo aug 24 theodore roosevelt jr passed through colorado springs bound fo i the hear country around llenwood i springs where he will hunt and lish
"109","sn85035720","1906","08","27","seq-1",8,newspaper siurrlngly remarked that both lianna and mckinley were dead and could not he heard on the sub ject but theodore roosevelt is thor oughly alive and he can be reached at any time to ascertain the standing of mr corey in the
"110","sn85035720","1906","09","06","seq-3",8,on monday and thursday as formerly i a chili iii the olil block ii ii hnwood sprinhs colo sept ft theodore ltooscvelt jr eldest son of the president who has been hunting i and tishiug and camping out in the l i west
"111","sn85035720","1906","09","08","seq-4",8,proud of her up to date school sys tem but when it comes to keeping pace with out strenuous president theodore roosevelt we must confess j we are a little behind the times being unable to persuade their own newspapers to publish in
"112","sn85035720","1906","09","11","seq-2",8,stones it is believed that 2o0 persons perished ynuviju itoo sovclt home aj uin oystkk bay x y sept 11 theodore hoosevelt lr eldest son of president ltooscvclt lias reached home from the west where be had been on a bunting trip lie
"113","sn85035720","1906","09","13","seq-6",8,the people and their lawmakers our jury is the nation our proof the record of tho republican party our witness theodore itoosovelt mid our attorney mr bryan of nebraska senator w 1 stone of missouri in troduced mr bryan the demonstra tion that
"114","sn85035720","1906","09","14","seq-10",14,lections of distinguished men lin coln jefferson davis grant lee and others an important historical and liter ary study by theodore roosevelt will be a feature of an early number of the century too expensive stox so your new house is fin ished
"115","sn85035720","1906","09","18","seq-1",8,history a his tory which for so many years under lite enlightened leadership of men like lincoln garfield mekinley and theodore roosevelt has been and still is becoming almost identical with the proud history of the amer ican nation this being the case
"116","sn85035720","1906","09","20","seq-4",8,but no quarter is to be shown until the ring is down and out herbert persons with the backing of theodore roosevelt dealt the bosslsm ot odell and quigg a death blow in new york tuesday see that you do the same thing
"117","sn85035720","1906","09","25","seq-7",8,united states to the olympic games there is published a cablegram that was received by the american team from president theodore roosevelt this cablegram was published in nearly all of the greek dally papers and the following extract from the olympic book shows
"118","sn85035720","1906","09","29","seq-8",8,ward and give his name and age was the president s son your name commanded the ser gen nt roughly theodore roosevelt jr replied the prisoner you ain t the president s son que ried the sergeant changing his tone you ain t
"119","sn85035720","1906","10","02","seq-3",10,by creasy jared sparks tells the story of franklin in france perry s victory on lake erie is told by theodore roosevelt pickett s famous charge at gettysburg one of the most profound war pictures ever written is described by the ccinte de
"120","sn85035720","1906","10","02","seq-5",10,does his tory repent itself remarks the lon don hobe referring to the reported dictum of the american magistrate that theodore itoosovelt s son could not toll a lie the globe s meaning is tlmt we have another george washing ton in america
"121","sn85035720","1906","10","04","seq-1",8,renews its allegiance to the principles of the republican party as expounded by its groat fearless and incorruptible loader president theodore roosevelt and pledges anew its determination to wage with 1 in the party lines in middlesex coun ty unceasing warfare agains the
"122","sn85035720","1906","10","11","seq-7",12,president s son is arbaicneo in court boktox oct 1 f filmun ivellejr re annate of theodore roosevelt jr 1 harvard and who with the latter is said to have bean implicated in an alleged assault upon patrolman i
"123","sn85035720","1906","10","17","seq-4",10,at tempt of station 4 officers to arrest a party of harvard men who were sky larking on boston common theodore iloosevelt jr anil sliauu kelloy his roommate being in the party one of tlie patrolmen was considerably in jured in the encounter
"124","sn85035720","1906","10","22","seq-2",8,the applause ended he added earnestly i am serious i verily be lieve that the man to free ireland is theodore roosevelt auction sale tuesday october 23 at jackson farm metuchen and amboy road one mile from metuehen on trolley one horse either
"125","sn85035720","1906","11","02","seq-10",20,dle to his name it is but natural for hearst to claim that he is upholding the prin ciples of theodore roosevelt that is what every other candidate is doing editorial comment hughes and truth with the pride of an honest man mr
"126","sn85035720","1906","11","14","seq-6",8,the happy tidings were commu nicated and he was so elated he sent the following telegram to the presi dent theodore roosevelt bell pre sents ids compliments to his colonel and asks to he assigned to duty soon an answer came from the
"127","sn85035720","1906","11","23","seq-4",20,bis great career i volunteered to assist mr caruso in exactly the same way tbat i volunteer ed to assist theodore roosevelt to be ome president of the cuited states said dr denzlnger several other witnesses testified as to caruso s inability to
"128","sn85035720","1906","11","24","seq-4",8,collier s for november 24 roosevelt s knemies in full cry how marveloiisly quick the open and secret enemies of theodore roosevelt are to seize upon anything that offers opportunity to discredit i hint and make him unpopular he has hit the great
"129","sn85035720","1906","11","27","seq-9",12,it at a bargain h d d d 4 4 last call for thanksgiving f a proclamation by his excellency theodore roosevelt t everybody skidoo at once to the store of j harris 350 state street who is going to f uit business
"130","sn85035720","1906","12","05","seq-4",8,s disgrace n in its desperate effort to defy the popular will and annoy the great champion of the people theodore roosevelt the senate of the united states has commenced on the very first day it is in session to attack the president
"131","sn85035720","1906","12","11","seq-4",8,people that it is anything else hut boss strong working off his spleen roosevelt as senator it is understood that theodore roosevelt s greatest desire ms to oc cupy a seat in the uniter states sen ate and for that reason he will
"132","sn85035720","1906","12","11","seq-4",8,be a time when two ir three senators are to be elected j it large from the whole country vhen theodore roosevelt runs is the j ime to begin we would all feel it 1 in honor to vote for such a man
"133","sn85035720","1906","12","12","seq-5",12,there saw lincoln several times a day an early issue will contain an im portant literary and historical study by theodore roosevelt which will have a number of illustrations in color by leyendecker there is to be a timely discussion ot the panama
"134","sn85035720","1906","12","13","seq-2",12,illus trious president there are now three prominent rulers in the world edward of england william of ger many and theodore roosevelt and mr roosevelt to my mind is the greatest hardly any president even washington himself is more beloved by the mass
"135","sn85035720","1906","12","22","seq-6",8,her relatives of her death there is little doubt thai throughout her lite mrs drover had a romantic admiration for theodore roosevelt she once before spoke to a friend of having met him in her early youth mrs drover said i mr roosevelt
"136","sn85035720","1906","12","22","seq-6",8,pathetic story of the wo man s death comes the news that she was a mysterious donor of gifts to theodore roosevelt jr for tunny years and had at times en used presi dent itoosevelt no little concern he cause of her vagaries
"137","sn85035720","1906","12","22","seq-6",8,married at the age of seventeen and when eighteen years old became n widow j while still in her teens theodore roosevelt fresh from harvard went to medora dak and hough a ranch mrs orovor lived near medora and was one of the
"138","sn85035720","1906","12","22","seq-6",8,enthusiast on the subject of literature i it is reported in the neighborhood in which mrs drover lived that when theodore roosevelt jr went on his hunting trip about a year ago mrs drover sent him a diamond studded re volver a letter
