"","LCCN","Year","Month","Day","Page","Issue_Length","Collocates"
"54","sn85035720","1905","01","25","seq-2",6,ry for oberlin oberlix o jan 25 president king of oberlin college announces thai he has received a letter from andrew carnegie offering to give to oberlin col lege 125 000 for a library conditional upon the raising by the institution ol 9100
"55","sn85035720","1905","02","13","seq-5",6,vt tltk cel lit united states marshal lie kid has rereived and served a stibpn ua nsjniriim the attendance of andrew carnegie before the united sla es eottrts at cleveland to testify in the a tious there against cassie 1 chadwiek mr amegie
"56","sn85035720","1905","02","17","seq-6",12,ix dilon it has jus been li arr eri list 11 baronetcy and a rage were cir p d io andrew carnegie on the on rsii his visit here bat summer this jsaso errt which the irot king has k j t well
"57","sn85035720","1905","02","17","seq-6",12,of the s ottistl utsiversiti j have done him an honor as have mittot bodies elt where fn ureal ispdmiu andrew carnegie s descent 1 traced back to the great carnegie id in whk i i held all the land in kinerirdeishire and
"58","sn85035720","1905","02","17","seq-6",12,england seized their lands and gave them away the present king is desirous of reme dying hie injustice and giving andrew carnegie all the honors pusible as chief tain cf the ancient dan as lie is wealthy enough to revive its glories he
"59","sn85035720","1905","03","08","seq-4",8,mrs ol i k at na time had either money 1 a eredit at th liank li is doubtful if andrew carnegie it tat tli stand district attorney inilivnii said it c not ni v present intention to put mr carnegie oil the
"60","sn85035720","1905","03","08","seq-7",8,irchitect j carnegie s advice tells young men of graduating class to do your duty and a dittle more mr andrew carnegie in an address before a graduating class in new york gave some excel lent advice to the j young men on
"61","sn85035720","1905","03","21","seq-4",8,father clevela n d o march 21 it has been said repeatedly rli it i have as j serted that andrew carnegie was iny father i deny that and 1 deny it i absolutely the foregoing statement i was made in an emphatic
"62","sn85035720","1905","03","21","seq-5",8,uhxixoton va march 81 l res rnt denny of washington and l ee iversity authorizes the amiounce ilit that mr andrew carnegie has reed to donate a 5l 00tl library to uulverstly on condition that the iversity raise an endowment of s v1
"63","sn85035720","1905","03","25","seq-3",6,keep it handy sold by c a sexton itrio ui a ill to pomona t akemoxt cal march 25 an drew carnegie has given s to ooo for a library to he erected on grounds owned by pomona college by the tonic route
"64","sn85035720","1905","03","28","seq-5",8,js at the an ma dinner of the aluniui of steven nstitute of technology at the hotel vstor last night andrew carnegie the blef speaker congratulated the men in choosing a profession by which to urn their daily bread rather than a speculative
"65","sn85035720","1905","04","03","seq-6",6,business not only a means of gain bul an instru mentality of help and service to all his fellow men andrew carnegie said some years ago for iustanee that a man may lie as selfish as he pleases in the accumu lation of
"66","sn85035720","1905","04","08","seq-1",6,at tractive to them it was announced at the morning session by chancellor james r day of syracuse university that andrew carnegie had offered 150 000 to the institution for a library on condition that the faculty raise an equal sutn the chancellor
"67","sn85035720","1905","04","13","seq-5",6,__ h ow cju iiiioiiko at northampton e mnnw opened with a silver key fi northampton ajass april 13 a andrew carnegie was the guest of hon or and the principal speaker at a pub lie meeting held in the academy of music
"68","sn85035720","1905","04","20","seq-7",8,the re port that the family is unreconciled thomas m carnegie the father of mrs hever was associated with an drew carnegie in the steel and coke business fie died several years ago leaving a fortune well up in the mil lions his
"69","sn85035720","1905","04","25","seq-4",6,111 mind and body iiis last dollar gone his wife in the poorhouse ldwin powell onco a part ner of andrew carnegie and many times a millionaire has been thrust from his large estate it a ley on park a beggar the old
"70","sn85035720","1905","04","25","seq-4",6,vagrancy 3 many years ago powell was one of the suddenly made millionaires of pittsburg lie was in partnership with andrew carnegie and noon rolled up an enormous fortune in 1800 lie mar ried mrs isabella sargent a widow one of the well
"71","sn85035720","1905","04","28","seq-3",14,adver e in the evening news those t iirii uri n l irs oil o t honpitnl plttsbfuti april un andrew carnegie lias donated 1 5 000 to the co lumbia hospital now building at wil kinsburg the money is for the fur
"72","sn85035720","1905","04","28","seq-3",14,is for the fur nishing and endowment of two rooms in the hospital to he named respective ly for mrs andrew carnegie and for miss margaret carnegie his daughter this gift to the women s association of the mited presbyterian church is the
"73","sn85035720","1905","04","29","seq-4",6,tver engstrom eiilp garielu ni lm llle iir vol h charity ann allboh mieli a iril 20 this gift of andrew carnegie as an endowment flllul for professors who have grown old in the service of col leges and universities strikes ine as
"74","sn85035720","1905","05","12","seq-5",14,prac s deed at court nrncslr lifer m7 v ooo to raricllffe cambridge mass may 12 it is iunouneed that andrew carnegie has iffered to kaili liftc college the sum of 175 11 11 for a library building on eon 1 lltlon that
"75","sn85035720","1905","05","25","seq-4",6,put in them carnegie llrrucx hot mfdnlii i lttshl itd may 25 tlit carne gie hero commission founded by an drew carnegie with an eudowment of r hkmk i made its first awards when nine persons were granted medals three widows whose husbands
"76","sn85035720","1905","05","26","seq-5",14,mr case is a broker and dpaler in high grade securities and was at one itime associated in business with andrew carnagie open the season the metuchen a c under their captain fritz ciarkson will play the i first game of the season
"77","sn85035720","1905","05","27","seq-5",6,was not announced beforehand carnegie s schoolmate i eft gl ofmt ooo new vohk may once the t schoolmate of andrew caunegle in scotland but for forty years a resi dent of brooklyn alexander jtusscll a native of dumferinline scotland tiled nov 3
"78","sn85035720","1905","06","03","seq-3",6,280 00 1 for the purchase of a site for the l alaep of peace to be erected by j andrew carnegie the minister of for eign affairs in supporting ttie measure i warmly eulogized mr carnegie a magnirlcent outing i a trip
"79","sn85035720","1905","06","07","seq-5",8,king the south kensington museum london is rejoicing in the arrival of a skeleton of a diplodoeus a present from andrew carnegie to king ed ward it came from pittsburg in 3h eases having been found in wyoming 1 it is the first
"80","sn85035720","1905","10","17","seq-5",8,uuinher of eases w hich were supposed to entitle the participant to reeogni tion under the hero fund provided by andrew carnegie several years ago among hie medal heroes were the late mrs c i crahhe cooper s handing vs who lost her
"81","sn85035720","1905","10","31","seq-2",8,that was the question the now york sunday world ptil to some ol now york s most successful men what andrew carnegie john 1 crinmiins oscar hammersteln and others equal ly prominent said as to how 1 got my first job is told
"82","sn85035720","1905","11","17","seq-9",16,000 professorship fund tile first meeting of the trustees of the carnegie foundation the 10 000 000 fund given by andrew carnegie last may for the pensioning of eol lege professors wiio have become in capacitated was held yesterday at sir carnegie s
"83","sn85035720","1905","11","21","seq-3",8,stron gest and most powerful interpreta tions sell enter hslnle lift to pittsburg rrirsnruc nov 21 it is suld that andrew carnegie as trustee or the estate of mrs mary schenley re cently promised that eleven acres of land valued at s1 000
"84","sn85035720","1905","12","08","seq-3",16,is a director of the united states steel corporation and a member of the finance committee he is backed by andrew carnegie who is related to him mr morrison was born in dunfermline scotland and learned the machinist s trade his back broken
"85","sn85035720","1905","12","13","seq-3",10,a re markable proposition in answer to toe numerous requests lie had for inter views regarding his statement that an drew carnegie had ruined his nephew by making liim president of the steel trust he issued a public letter ad dressed through the
"86","sn85035720","1905","12","13","seq-3",10,said if there are a hundred newspaper readers whose curiosity to re ad the let ters that have passed between andrew carnegie charles m schwab w e corey and myself on which resulted the disgraceful scandal who will e on trlbute 1 000
"87","sn85035720","1905","12","28","seq-4",8,of fash ion for railways as horses are for street cars today the american solution of the immigration problem by andrew carnegie our country has more than ono serious problem but immigra tion is not among them wo have solved the question in
"88","sn85035720","1906","01","09","seq-1",8,night to visit other churches the first baptist church will in the near futuro purchase a pipe or gan and andrew carnegie the phil anthropist will pay half of the cost the church to pay the rest this is a standing offer and
"89","sn85035720","1906","01","10","seq-2",8,strieker and willard p vj represented ilte respective pj uts ueell sei i led out of court rich new yorkers andrew carnegie heads list with 5 000 000 assessments nkw yokk 7 m 10 nvw york city lias increased in value r l
"90","sn85035720","1906","01","10","seq-2",8,of luxes and assessments duly seven persons are assessed on 1 000 000 or more in personal property they are andrew carnegie 000 000 john i rockefeller i r oo ooo russell sage 2 000 000 william k vanderhilt 1 000 000 frances
"91","sn85035720","1906","01","13","seq-5",8,ing the new york athletic club for the past few seasons and has been very successful has shelled out i andrew carnegie observing his sixty eighth birthday announces that be has succeeded in giving away 158 i 000 000 i eyeglasses for soldiers
"92","sn85035720","1906","01","17","seq-4",8,instead of at home wlitejjn tould amuse baby lioustoj p sf fe v prosperity is j here to stay by andrew carnegie ly i am a great believer in the growth expansion and progress of the united states we are 011 a good
"93","sn85035720","1906","01","19","seq-5",14,history of these contests aifd the largest in the history of south eifn golf w c carnegie a nephew oil andrew carnegie won the gold nlidal offered for the best score in ftfhalilicatioii with a card of 79 lead in opponent i becker
"94","sn85035720","1906","01","23","seq-5",8,lungs and bronchial tubes the mother s favorite and children s safeguard sold by c a sexton carnegie s diversions andrew carnegie plays golf in moderation but is extremely fond of trout and salmon fishing heartless dame fate is a fat old woman
"95","sn85035720","1906","01","27","seq-6",8,entertain ment _______ wanted gordon pressman and 1 feeders apply evening news perth amboy n j i art and literature andrew carnegie has ordered an edi tiou of 500 copies of the poems of wilfred campbell a copy of which lie intends to
"96","sn85035720","1906","02","01","seq-3",8,ike i j casto son of tho hero of the cherokee wreck is to have a 5 000 etlueutlon j andrew carnegie will give it to him by j way of the carnegie hero fund ii small mark jacob casto is not the
"97","sn85035720","1906","02","05","seq-3",8,rtli iiki c r o o00 8warthmore pa i 5 dent swain of swtit im a lfg an nounces that andrew carnegie has of fered to donate 0 000 for a new li brary building 011 condition tliat the college shall raise 50
"98","sn85035720","1906","02","07","seq-1",8,it will probably be installed and ready for easter sunday and also the church will be renovated and re carpeted andrew carnegie has been very lib eral toward the church fund made second attempt tried to set fire to john lebeda s home
"99","sn85035720","1906","02","10","seq-2",8,kir heiress minf oh y n v fell 10 some fit re oltl furniture is left to mrs an j drew carnegie in the will of elisabeth j vernon for probate the testatrix died on i lee i p llt leaving an estate
"100","sn85035720","1906","02","15","seq-4",10,colmite 20 000 hamilton n y eel 15 presi dent merrill of colgate university has received a communication from an drew carnegie in which mr carnegie offers to give the university sgn noo for enlarging its chemical laboratories on the condition that the
"101","sn85035720","1906","02","21","seq-3",8,gave them only advice xkw rochellk x y feb 21 a very amusing story is told here of 1 bow andrew carnegie helped the mem hers of the first metliodist church to get a new pipe organ some members of tlte congregation decided
"102","sn85035720","1906","02","28","seq-3",8,feb 28 the citizens of lath have decided by a vote of two to j me against the acceptance of andrew arnegio s otter of_ 05 000 for a public ibrary l cd a unable 1 11 new york feb 28 mrs caroline
"103","sn85035720","1906","02","28","seq-3",8,curneeie new york felt 28 william d slonne and his daughter mrs james a burden jr have entered suit against andrew carnegie to enjoin the sale of a fifth avenue lot between their home and bis litis smallest feet cincinnati kelt 28 miss
"104","sn85035720","1906","03","01","seq-5",8,ingalls formerly president of the chesapeake and ohio railway lias rent ed his cottage at the virginia hot springs to andrew carnegie for the summer mr carnegie and his family and friends are expected to arrive tit hot springs in a few days
"105","sn85035720","1906","03","06","seq-3",8,murdering i lied a natural death hrncffle t gift to hlo grande cotieare tlai l u oi ls march 1 andrew arnegle lias signified to president rolin m pavis an intention to donate rja t 111 to liio grar de college a rap
"106","sn85035720","1906","03","16","seq-3",14,by the greater charlotte club carncftie offers 75 000 amhek8t mass march 10 it was announced here last night that andrew carnegie has offered 7 hh toward the construction of a geolog ical and biological laboratory for am herst college provided an equal
"107","sn85035720","1906","03","24","seq-6",8,gregation paid half of the monex for the organ and the remaining hall j 1 050 mr mason got front andrew carnegie through writing to him a request for his help mr mason has endeared himself to his congregation and they wanted him
"108","sn85035720","1906","03","27","seq-8",8,inju ries in a similar manner carncrl offer ffg ooo salem a march 27 president j a morehead announces that andrew carnegie otters to give 2 i ooi for ft m new endowment fund of roanoke col lege when a like sum has
"109","sn85035720","1906","03","29","seq-2",10,now pending in the senate affecting the interests of pawn brokers ilvt n a llnnln atlan ta a march 29 andrew carnegie has announced that he would contribute 2 00i to the const ruction of a library for the agnes scott insti lnlc
"110","sn85035720","1906","04","06","seq-4",18,tors with the view of acquiring the rights for the state now vested in k them tuskeqee has its jubilee andrew carnegie at booker washington s college sees bright future for the negro tl skegkk alii april the rele bratlon of tuskegee s
"111","sn85035720","1906","04","06","seq-4",18,marked by die attendance of an immense throng the programme in eluded several notable addresses con eluding with that of andrew carnegie mr carnegie said in part it is impossible that educated south 1 ern white people eould lind life agree able or
"112","sn85035720","1906","04","11","seq-2",8,sloeuin of colorado college has wired his ac ceptance of sileeessorship to the late v k harper president of the andrew carnegie foundation fund senator illcnso not ullty colcmbia s c april 11 state senator lugene s bleaso charged with the murder of
"113","sn85035720","1906","04","12","seq-2",10,and john kalita the carnecie kiss donor of libraries claims that southern women kissed him imttslu l ai i ij andrew carnegie is in i i tin receui kissing report sent ut from atlanta la i la ollowii g real story reached a
"114","sn85035720","1906","04","21","seq-3",8,rockefeller 100 000 clarence mackay 100 000 ladenburg thalmann a co 75 000 m guggenheim s sous 25 000 an drew carnegie 100 ooo to ad states wteel corporation 100 000 governor higglns has issued a proc lamation calling on the people of
"115","sn85035720","1906","04","25","seq-4",8,useful in the future by opening the auditorium for lectures and exhibits all along the line of public instruc tion andrew carnegie has donated 4 10 for supplying seats for the audi torium and daniel guggenheim has given 30 to lit up the
"116","sn85035720","1906","04","27","seq-2",14,door of the school and even out into the peaceful night flll liegic litres allege veil gambikh i april jt andrew carnegie attended the f ilwin l stall ton day ceremonies here lie was the principal speaker after the ceremo nies the students
"117","sn85035720","1906","05","03","seq-2",12,is woman suffrage by that time surli a ticket would sweep the country said an enthusiastic dele j gate resides andrew carnegie be ing sympathetic would contribute a few miiliojis to the campaign fund purls is quiet paris may 3 no greater contrast
"118","sn85035720","1906","05","12","seq-8",8,r a jaoobi asking him to hurry to the patient us bis pulse had become very weak a little euriier andrew carnegie had called at the schurz residence unci was allowed to see the patient the physician has given it otft that there
"119","sn85035720","1906","05","18","seq-7",16,not auk help new york may 18 talking to a group of young men in the carl schurz funeral train andrew carnegie was led into a discussion of socialism and of what the man without a dollar should do he said i am
"120","sn85035720","1906","06","25","seq-4",8,to exerci8e that care with discrimination and intelligence i 7 opportunities are as great as they ever were here by andrew carnegie i am an individualist and think the state is doing as much as it should if i were a young man
"121","sn85035720","1906","06","26","seq-3",8,was taken to the tenderloin station he offered to give the patrolman 10 to send the fol lowing telegram to andrew carnegie i am in serious trouble stanford tried to continue his line but in a moment more those who were seated ut
"122","sn85035720","1906","07","13","seq-4",16,fa mo us forty letters carnegie s one time partner killed sayvillb n y july 13 harve lb shaffer formerly andrew carnegie partner was killed by a train whit on an automobile trip here subscribe for the news sporting topics leading race mares
"123","sn85035720","1906","08","13","seq-4",8,behooves us to act now if we are to act at all i great english speaking union a probability by andrew carnegie ne itii did i utter a wordjin canada or elsewhere about tho drawing closer together of our race tliat did not
"124","sn85035720","1906","08","22","seq-2",8,eisteddfod opened here with the customary picturesque ceremonies tiie chief event was the choral com petition for prizes given by andrew carnegie for which five choirs entered representing nearly a thousand com petitors after a two hours contest the north staffordshire choir was
"125","sn85035720","1906","08","27","seq-2",8,a critical condition nrlx gi urllslitcil london aug 27 president roose velt s approval of reform in english spelling incites andrew carnegie lo tell again the delight but not sur prise which he tlrst expressed to an j interviewer here mr roosevelt s
"126","sn85035720","1906","09","08","seq-6",8,to whoeve s shall find him intoxicated e caruncle dunicliler recovering london sept 8 with referent to the report lint andrew carnegie little ihiughter is suffering from hi _ disease the following statement i made mr carnegie s duugliter is n i s
"127","sn85035720","1906","09","10","seq-1",8,hymnals by friends an i ho pedestal by mrs martin the organ was paid for partly by a gift from andrew carnegie and part s by line members themselves ernest hilsdorf presided at the tew organ he was assisted by a choir the
"128","sn85035720","1906","09","10","seq-2",8,by mrs mary scott hartje against her husband s suit for divorce is said to have been financed by an drew carnegie the cost of her defense lias been estimated at tjtl 10 000 mrs llartje is a granddaughter of thomas a scott
"129","sn85035720","1906","09","10","seq-2",8,late president of the pennsyl vania railroad and mr carnegie s old preceptor john scott father of mrs hartje and andrew carnegie were boys together a want ad acts as your proxy in the market place mary had a little la l whose
"130","sn85035720","1906","09","17","seq-4",8,mo managerijeering hospital rv altalain ohio illinois and maine jissa li 1 ts britain and the russian wolf f by andrew carnegie x 0 ciiere are occasions no doubt though rare when reason for apprehension may arise hut there seems to me to
"131","sn85035720","1906","10","02","seq-2",10,can he do willi itf london oct 2 having supplied most of the requirements in the way of public libraries andrew carnegie is now seeking the opinions of school boards and other public bodies in scotland as to the best means of dis
"132","sn85035720","1906","10","02","seq-8",10,know in life that is if you are the fortunate husband v the inevitable trinity of english speaking races by andrew carnegie 8ik charles tupper looks across the atlantic as i do and may some day yet riseifrom british imperialism up to race
"133","sn85035720","1906","11","26","seq-5",12,m carry the colors eminent authors be vf the drum great dictionary mak ers belong to the general staff and andrew carnegie looks after the pay roll writes hugo munsterberg har vard s eminent psychologist in the november mcclure s in one of
"134","sn85035720","1906","12","07","seq-5",18,iive queen fl 0 hm adkjnsji owx out dee 7 prin clpal gordon of queen s university an nounces mint andrew carnegie inis promised 100 000 to queen s univer sity endowment fund to complete the 500 00 when the ij400 kml required
"135","sn85035720","1906","12","14","seq-6",24,was the j chief feature of the session of the na tlimal t tvie federation s annual meet lug here andrew carnegie declared no tax to ti so pernicious hath from an economic and moral point of view as an income tax the
